Tipo,Index,TempoFaces,NumFaces,TempoAdjacentes,NumAdjacentes
v,376,7.83e-05,5,5.96e-05,5
v,377,7.9e-05,7,6e-05,7
v,378,7.81e-05,8,5.99e-05,8
v,379,7.82e-05,7,5.98e-05,7
v,380,7.56e-05,4,5.99e-05,4
v,381,6.52e-05,6,5.98e-05,6
v,382,6.66e-05,8,0.0002381,8
v,383,0.0001157,6,8.05e-05,6
v,384,8.18e-05,8,6.44e-05,8
v,385,9.18e-05,7,0.0001018,7
v,386,0.0001461,6,0.0001177,6
v,387,0.0001214,6,0.0001227,6
v,388,0.0001227,5,0.0001222,5
v,389,0.0001735,8,0.0001212,8
v,390,0.0001216,7,0.0001175,7
v,391,0.0001222,10,0.0001511,10
v,392,0.0001255,6,0.0001034,6
v,393,7.87e-05,6,6.46e-05,6
v,394,8.44e-05,4,6.33e-05,4
v,395,7.35e-05,5,7.11e-05,5
v,396,7.94e-05,5,6.37e-05,5
v,397,6.68e-05,6,6.04e-05,6
v,398,6.67e-05,6,5.99e-05,6
v,399,6.67e-05,3,5.93e-05,3
v,400,6.66e-05,7,5.99e-05,7
v,401,6.67e-05,7,5.98e-05,7
v,402,6.67e-05,5,5.95e-05,5
v,403,6.68e-05,7,6.69e-05,7
v,404,6.75e-05,6,6.01e-05,6
v,405,6.68e-05,7,6e-05,7
v,406,6.65e-05,5,5.97e-05,5
v,407,6.67e-05,6,5.98e-05,6
v,408,6.67e-05,6,5.98e-05,6
v,409,6.68e-05,6,5.97e-05,6
v,410,6.67e-05,5,5.96e-05,5
v,411,6.63e-05,7,5.98e-05,7
v,412,6.66e-05,6,5.97e-05,6
v,413,6.68e-05,7,5.98e-05,7
v,414,6.62e-05,5,5.98e-05,5
v,415,6.66e-05,6,5.97e-05,6
v,416,6.68e-05,3,5.93e-05,3
v,417,6.68e-05,8,5.99e-05,8
v,418,6.67e-05,7,5.98e-05,7
v,419,6.66e-05,7,6.47e-05,7
v,420,6.73e-05,4,5.97e-05,4
v,421,6.68e-05,7,5.99e-05,7
v,422,6.68e-05,5,5.97e-05,5
v,423,6.67e-05,8,6.01e-05,8
v,424,6.66e-05,7,5.98e-05,7
v,425,6.66e-05,6,5.97e-05,6
v,426,6.69e-05,4,5.94e-05,4
v,427,6.66e-05,8,5.99e-05,8
v,428,6.68e-05,6,5.97e-05,6
v,429,6.68e-05,6,5.97e-05,6
v,430,6.6e-05,5,5.96e-05,5
v,431,6.68e-05,5,5.97e-05,5
v,432,6.67e-05,7,5.98e-05,7
v,433,6.9e-05,6,6.01e-05,6
v,434,6.7e-05,5,5.96e-05,5
v,435,6.67e-05,6,5.96e-05,6
v,436,6.68e-05,6,5.96e-05,6
v,437,6.65e-05,5,5.96e-05,5
v,438,6.68e-05,5,5.94e-05,5
