Tipo,Index,TempoFaces,NumFaces,TempoAdjacentes,NumAdjacentes
v,0,6e-07,3,2.4e-06,3
v,1,3e-07,3,1e-06,3
v,2,2e-07,3,8e-07,3
v,3,2e-07,3,9e-07,3
v,4,2e-07,3,8e-07,3
v,5,2e-07,3,9e-07,3
v,6,2e-07,3,7e-07,3
v,7,3e-07,3,8e-07,3
f,0,1e-07,4,8.3e-06,4
f,1,0,4,2.7e-06,4
f,2,0,4,2.2e-06,4
f,3,0,4,2e-06,4
f,4,1e-07,4,1.8e-06,4
f,5,0,4,1.9e-06,4
total,,0.0003252,
